"Year","Country","Events","Kills","Wounds","WoundsLog"
1982,"Lesotho",2,0,5,1.79175946922805
1982,"Mexico",3,1,0,0
1982,"Mozambique",9,NA,NA,NA
1982,"Myanmar",2,NA,NA,NA
1982,"Namibia",2,2,0,0
1982,"Netherlands",2,0,1,0.693147180559945
1982,"Nicaragua",63,NA,NA,NA
1982,"Northern Ireland",90,NA,NA,NA
1982,"Pakistan",4,NA,NA,NA
1982,"Peru",350,NA,NA,NA
1982,"Philippines",38,NA,NA,NA
1982,"Portugal",3,3,1,0.693147180559945
1982,"Puerto Rico",17,NA,NA,NA
1982,"Qatar",1,1,0,0
1982,"South Africa",26,NA,NA,NA
1982,"South Korea",1,1,3,1.38629436111989
1982,"Spain",146,NA,NA,NA
1982,"Sri Lanka",2,7,NA,NA
1982,"Sudan",3,NA,NA,NA
1982,"Suriname",1,0,0,0
1982,"Swaziland",1,0,0,0
1982,"Switzerland",6,NA,NA,NA
1982,"Syria",20,NA,NA,NA
1982,"Tanzania",1,0,1,0.693147180559945
1982,"Thailand",3,NA,NA,NA
1982,"Turkey",5,9,71,4.27666611901606
1982,"Uganda",1,NA,NA,NA
1982,"United States",61,NA,NA,NA
1982,"Venezuela",2,30,0,0
1982,"West Bank and Gaza Strip",39,NA,NA,NA
1982,"West Germany (FRG)",29,NA,NA,NA
1982,"Zimbabwe",12,NA,NA,NA
1983,"Angola",7,NA,349,5.85793315448346
1983,"Argentina",18,1,3,1.38629436111989
1983,"Belgium",8,NA,NA,NA
1983,"Bolivia",27,NA,NA,NA
1983,"Brazil",8,NA,NA,NA
1983,"Canada",1,0,0,0
1983,"Chile",106,NA,NA,NA
1983,"Colombia",234,NA,NA,NA
1983,"Corsica",70,NA,NA,NA
1983,"Costa Rica",3,NA,NA,NA
1983,"Cyprus",2,0,1,0.693147180559945
1983,"East Germany (GDR)",1,NA,NA,NA
1983,"Ecuador",10,NA,NA,NA
1983,"El Salvador",371,NA,NA,NA
1983,"Ethiopia",3,NA,NA,NA
1983,"Falkland Islands",1,NA,NA,NA
1983,"France",52,NA,NA,NA
1983,"French Guiana",3,NA,NA,NA
1983,"Great Britain",19,5,89,4.49980967033027
1983,"Greece",11,4,6,1.94591014905531
1983,"Grenada",1,0,1,0.693147180559945
1983,"Guadeloupe",17,NA,NA,NA
1983,"Guatemala",117,NA,NA,NA
1983,"Haiti",6,5,9,2.30258509299405
1983,"Honduras",29,NA,NA,NA
1983,"Iceland",1,0,0,0
1983,"India",47,NA,NA,NA
1983,"Iran",10,0,6,1.94591014905531
1983,"Iraq",3,NA,NA,NA
1983,"Ireland",4,5,NA,NA
1983,"Israel",31,NA,NA,NA
1983,"Italy",7,NA,NA,NA
1983,"Japan",12,NA,NA,NA
1983,"Jordan",7,0,1,0.693147180559945
1983,"Kuwait",7,NA,NA,NA
1983,"Lebanon",234,NA,NA,NA
1983,"Lesotho",11,NA,NA,NA
1983,"Luxembourg",2,0,0,0
1983,"Malaysia",1,0,0,0
1983,"Martinique",5,NA,NA,NA
1983,"Mexico",2,0,2,1.09861228866811
1983,"Mozambique",4,NA,NA,NA
1983,"Myanmar",4,21,50,3.93182563272433
1983,"Namibia",5,NA,NA,NA
1983,"Netherlands",2,NA,NA,NA
1983,"Nicaragua",299,NA,NA,NA
1983,"Nigeria",3,1,2,1.09861228866811
1983,"Northern Ireland",158,NA,NA,NA
1983,"Pakistan",9,10,26,3.29583686600433
1983,"Panama",9,NA,NA,NA
1983,"Peru",536,NA,NA,NA
1983,"Philippines",16,101,NA,NA
1983,"Portugal",9,NA,NA,NA
1983,"Puerto Rico",4,NA,NA,NA
1983,"Somalia",1,NA,NA,NA
1983,"South Africa",57,NA,NA,NA
1983,"South Korea",1,1,4,1.6094379124341
1983,"South Yemen",1,0,2,1.09861228866811
1983,"Spain",122,NA,NA,NA
1983,"Sri Lanka",7,NA,NA,NA
1983,"Sudan",3,NA,NA,NA
1983,"Suriname",1,0,2,1.09861228866811
1983,"Sweden",1,1,NA,NA
1983,"Switzerland",3,NA,NA,NA
1983,"Syria",1,1,0,0
1983,"Thailand",1,0,0,0
1983,"Trinidad and Tobago",1,0,14,2.70805020110221
1983,"Turkey",5,2,24,3.2188758248682
1983,"Uganda",6,121,2,1.09861228866811
1983,"United Arab Emirates",1,111,0,0
1983,"United States",40,NA,NA,NA
1983,"Venezuela",6,NA,NA,NA
1983,"West Bank and Gaza Strip",34,NA,NA,NA
1983,"West Germany (FRG)",5,2,25,3.25809653802148
1983,"Yugoslavia",1,2,4,1.6094379124341
1983,"Zimbabwe",6,11,3,1.38629436111989
1984,"Angola",11,NA,NA,NA
1984,"Argentina",46,NA,NA,NA
1984,"Austria",4,2,1,0.693147180559945
1984,"Bangladesh",1,1,0,0
1984,"Belgium",10,0,1,0.693147180559945
1984,"Bolivia",14,NA,NA,NA
1984,"Brazil",5,NA,NA,NA
1984,"Bulgaria",1,NA,0,0
1984,"Burkina Faso",1,1,0,0
1984,"Chad",1,0,25,3.25809653802148
1984,"Chile",563,NA,NA,NA
1984,"Colombia",237,NA,NA,NA
1984,"Congo (Kinshasa)",3,2,NA,NA
1984,"Corsica",75,NA,NA,NA
1984,"Costa Rica",2,0,0,0
1984,"Cyprus",7,6,5,1.79175946922805
1984,"East Germany (GDR)",1,0,1,0.693147180559945
1984,"Ecuador",24,1,2,1.09861228866811
1984,"El Salvador",273,NA,NA,NA
1984,"Ethiopia",1,200,200,5.30330490805908
1984,"France",70,NA,NA,NA
1984,"Great Britain",13,8,95,4.56434819146784
1984,"Greece",28,NA,NA,NA
1984,"Guadeloupe",14,NA,NA,NA
1984,"Guatemala",74,NA,NA,NA
1984,"Honduras",12,NA,NA,NA
1984,"India",159,NA,NA,NA
1984,"Indonesia",2,2,0,0
1984,"Iran",17,29,NA,NA
1984,"Iraq",2,0,1,0.693147180559945
1984,"Ireland",1,1,0,0
1984,"Israel",25,NA,NA,NA
1984,"Italy",14,23,116,4.76217393479776
1984,"Japan",15,0,11,2.484906649788
1984,"Jordan",5,1,4,1.6094379124341
1984,"Kuwait",1,4,2,1.09861228866811
1984,"Lebanon",166,NA,NA,NA
1984,"Libya",3,NA,NA,NA
1984,"Malta",7,0,0,0
1984,"Martinique",2,NA,NA,NA
1984,"Mexico",4,13,9,2.30258509299405
1984,"Mozambique",10,NA,NA,NA
1984,"Namibia",24,NA,NA,NA
1984,"Netherlands",1,0,1,0.693147180559945
1984,"New Caledonia",10,11,1,0.693147180559945
1984,"Nicaragua",302,NA,NA,NA
1984,"Northern Ireland",132,NA,NA,NA
1984,"Pakistan",3,NA,NA,NA
1984,"Panama",2,0,0,0
1984,"Paraguay",2,1,1,0.693147180559945
1984,"Peru",592,NA,NA,NA
1984,"Philippines",43,262,108,4.69134788222914
1984,"Portugal",14,3,13,2.63905732961526
1984,"Puerto Rico",6,0,0,0
1984,"Romania",1,1,0,0
1984,"Saudi Arabia",2,0,1,0.693147180559945
1984,"Somalia",2,0,2,1.09861228866811
1984,"South Africa",61,NA,NA,NA
1984,"Spain",143,NA,NA,NA
1984,"Sri Lanka",81,NA,NA,NA
1984,"Sudan",5,NA,NA,NA
1984,"Suriname",1,0,0,0
1984,"Swaziland",1,1,0,0
1984,"Switzerland",1,0,0,0
1984,"Syria",1,0,1,0.693147180559945
1984,"Thailand",1,NA,20,3.04452243772342
1984,"Turkey",19,27,19,2.99573227355399
1984,"Uganda",3,NA,NA,NA
1984,"United States",57,NA,NA,NA
1984,"Uruguay",4,0,0,0
1984,"Venezuela",4,2,0,0
1984,"West Bank and Gaza Strip",26,NA,NA,NA
1984,"West Germany (FRG)",21,NA,NA,NA
1984,"Western Sahara",1,NA,NA,NA
1984,"Yugoslavia",1,2,1,0.693147180559945
1984,"Zimbabwe",3,4,0,0
1985,"Angola",6,NA,NA,NA
1985,"Argentina",43,NA,NA,NA
1985,"Austria",4,4,50,3.93182563272433
1985,"Bangladesh",1,0,13,2.63905732961526
1985,"Belgium",21,NA,NA,NA
1985,"Bolivia",13,0,0,0
1985,"Brazil",1,0,0,0
1985,"Canada",3,331,2,1.09861228866811
1985,"Chad",1,0,0,0
1985,"Chile",232,NA,NA,NA
1985,"Colombia",382,NA,NA,NA
1985,"Corsica",64,NA,NA,NA
1985,"Costa Rica",5,NA,NA,NA
1985,"Cyprus",7,3,NA,NA
1985,"Denmark",4,1,10,2.39789527279837
1985,"East Germany (GDR)",4,0,0,0
1985,"Ecuador",12,NA,NA,NA
1985,"Egypt",2,2,2,1.09861228866811
1985,"El Salvador",436,NA,NA,NA
1985,"Ethiopia",1,0,0,0
1985,"France",43,16,NA,NA
1985,"Great Britain",6,1,1,0.693147180559945
1985,"Greece",35,NA,NA,NA
1985,"Guadeloupe",9,2,18,2.94443897916644
1985,"Guatemala",63,NA,NA,NA
1985,"Honduras",9,7,NA,NA
1985,"India",39,NA,NA,NA
1985,"Indonesia",2,7,14,2.70805020110221
1985,"Iran",3,22,52,3.97029191355212
1985,"Ireland",2,2,NA,NA
1985,"Israel",20,NA,NA,NA
1985,"Italy",11,19,157,5.06259503302697
1985,"Japan",10,2,7,2.07944154167984
1985,"Kuwait",2,11,18,2.94443897916644
1985,"Lebanon",96,NA,NA,NA
1985,"Luxembourg",10,0,6,1.94591014905531
1985,"Malta",1,0,0,0
1985,"Mexico",1,0,0,0
1985,"Morocco",2,0,0,0
1985,"Mozambique",5,NA,NA,NA
1985,"Namibia",7,68,26,3.29583686600433
1985,"Nepal",9,6,22,3.13549421592915
1985,"Netherlands",4,0,0,0
1985,"New Caledonia",7,0,11,2.484906649788
1985,"Nicaragua",258,NA,NA,NA
1985,"Niger",1,3,0,0
1985,"Northern Ireland",61,NA,NA,NA
1985,"Pakistan",2,NA,NA,NA
1985,"Paraguay",1,0,0,0
1985,"Peru",352,NA,NA,NA
1985,"Philippines",124,NA,NA,NA
1985,"Portugal",20,NA,NA,NA
1985,"Puerto Rico",5,0,1,0.693147180559945
1985,"Romania",1,2,0,0
1985,"Saudi Arabia",2,1,3,1.38629436111989
1985,"Singapore",1,0,0,0
1985,"South Africa",108,NA,NA,NA
1985,"Spain",115,NA,NA,NA
1985,"Sri Lanka",110,NA,NA,NA
1985,"Switzerland",7,0,10,2.39789527279837
1985,"Syria",1,30,30,3.43398720448515
1985,"Thailand",1,0,0,0
1985,"Togo",3,1,2,1.09861228866811
1985,"Turkey",2,1,0,0
1985,"Uganda",7,32,8,2.19722457733622
1985,"United Arab Emirates",2,0,1,0.693147180559945
1985,"United States",35,3,12,2.56494935746154
1985,"Uruguay",2,0,0,0
1985,"Venezuela",2,0,0,0
1985,"West Bank and Gaza Strip",1,0,2,1.09861228866811
1985,"West Germany (FRG)",53,9,114,4.74493212836325
1985,"Zambia",1,0,0,0
1985,"Zimbabwe",1,5,0,0
1986,"Angola",5,119,23,3.17805383034795
1986,"Argentina",33,NA,NA,NA
1986,"Australia",3,2,23,3.17805383034795
1986,"Austria",4,0,0,0
1986,"Bangladesh",11,NA,NA,NA
1986,"Belgium",3,0,2,1.09861228866811
1986,"Bolivia",4,NA,NA,NA
1986,"Brazil",3,14,0,0
1986,"Canada",2,0,1,0.693147180559945
1986,"Central African Republic",1,0,0,0
1986,"Chad",1,0,1,0.693147180559945
1986,"Chile",243,NA,NA,NA
1986,"Colombia",307,NA,NA,NA
1986,"Corsica",45,2,9,2.30258509299405
1986,"Costa Rica",1,0,3,1.38629436111989
1986,"Cyprus",3,1,2,1.09861228866811
1986,"Denmark",2,0,0,0
1986,"East Germany (GDR)",3,1,34,3.55534806148941
1986,"Ecuador",8,13,NA,NA
1986,"Egypt",4,12,21,3.09104245335832
1986,"El Salvador",175,NA,NA,NA
1986,"Ethiopia",1,40,NA,NA
1986,"Finland",1,0,1,0.693147180559945
1986,"France",50,23,297,5.6970934865054
